Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Spain,ESP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.51937E+12,1.49636E+12,1.45581E+12,1.39192E+12,1.37061E+12,1.36182E+12,1.32164E+12,1.2838E+12,1.26506E+12,..
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.4742E+12,1.46603E+12,1.47297E+12,1.48565E+12,1.5121E+12,1.56168E+12,1.62247E+12,1.7082E+12,1.81689E+12,..
Spain,ESP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.56535922,23.54896455,21.90734916,19.99394123,18.7113493,19.45212079,20.44119075,20.43740162,21.10408902,..
Spain,ESP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,6.231276919,6.357351118,6.467231061,6.992752484,7.666208168,6.997040848,7.146099369,6.979881468,7.045603953,..
Spain,ESP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,95,97,97,95,96,96,97,96,..
Spain,ESP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.82378236,26.82427713,29.16598549,29.23116131,28.96207735,30.28347883,30.60198952,29.96219865,31.40007151,..
Spain,ESP,Income share held by lowest 20%,SI.DST.FRST.20,6.3,6.3,6,6.1,5.7,5.7,5.8,..,..,..
Spain,ESP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.38969392,23.82233899,22.94653926,22.03170756,21.24339349,21.10019078,21.1156484,21.27682587,21.87446145,..
Spain,ESP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.252533821,0.16041859,0.028968199,0.067950146,0.353610345,-0.19498388,0.513159948,0.293784948,1.236606788,..
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.32926829,..
Spain,ESP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,34.72458191,40.61374336,45.90899818,47.34877637,48.34814213,49.63233599,49.54823794,48.5578039,51.09221325,..
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.346106582,1.376820068,1.323557685,1.411704005,1.266138113,1.247615193,1.267990311,1.132965646,1.242562307,..
Spain,ESP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,109.8472629,109.8331304,112.1114334,108.1261331,107.4118145,109.2094921,110.0653904,111.163326,113.2729956,..
Spain,ESP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4,3.8,3.7,3.6,3.5,3.3,3.2,3.1,3.1,..
Spain,ESP,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,97.09435246,93.93682562,90.06874523,88.88318505,89.19684716,89.04022155,92.37157387,93.45892405,91.97654008,..
Spain,ESP,Net migration,SM.POP.NETM,..,..,..,-570000,..,..,..,..,200000,..
Spain,ESP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1523317946,1575390155,1693435047,2084325856,3010700428,3089625893,2674619184,2633895042,3010558954,..
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,92.97506517,93.15193096,93.50783588,93.50683713,93.2009456,92.92273645,92.95268301,93.04827901,93.26767433,..
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.083369566,0.235509002,..
Spain,ESP,"Population, total",SP.POP.TOTL,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46483569,46593171,..
Spain,ESP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.7,0.7,1.2,1,1.2,0.7,1,..,..,..
Spain,ESP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Spain,ESP,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.2304382,103.1816177,102.0868301,102.087883,99.31030273,97.59393311,98.92230225,97.17855072,..,..
Spain,ESP,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.6143133,14.66341639,14.22776797,14.32283627,16.40978343,16.71465187,16.30435687,15.77055678,15.63423043,..
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.8529205,105.4506683,104.3916702,103.1791,105.1445694,104.1987076,104.4310608,103.87117,..,..
Spain,ESP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.021289945,1.009879947,1.003370047,1.001870036,1.007750034,1.007619977,1.004359961,1.009039998,..,..
Spain,ESP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,118.141861,124.1068726,128.2756042,130.7334442,130.7834473,129.8480072,129.4799194,127.9498825,..,..
Spain,ESP,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Surface area (sq. km),AG.SRF.TOTL.K2,505370,505600,505600,505940,505940,505940,505923.9844,505935,505935,505935
Spain,ESP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.00743986,12.96645959,12.44776725,12.23833086,13.99444083,14.25247153,14.41500604,13.855461,13.80711452,..
Spain,ESP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,15.19563264,14.97400981,..
Spain,ESP,Time required to start a business (days),IC.REG.DURS,61,52,29,30,24,14,14,13,13,12.5
Spain,ESP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Urban population growth (annual %),SP.URB.GROW,1.185377902,0.756607893,0.64938946,0.35558183,-0.035329486,-0.004941594,0.219325483,0.381910087,0.535659719,..
Switzerland,CHE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.1006,3.9014,3.7022,3.503,3.4002,3.2974,3.1946,3.0918,2.989,..
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.753587093,0.699118549,0.697310731,0.658862437,0.692951418,0.720956248,0.649894449,0.664239358,0.664136891,..
Switzerland,CHE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,4.962871287,..,4.962871287,..,..,..,..
Switzerland,CHE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.377973641,4.983428945,4.672038363,4.723574287,4.972835876,4.311562994,..,..,..,..
Switzerland,CHE,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,72.9,..,..,..,..,..,..
Switzerland,CHE,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,175.5010121,172.7710465,174.8147264,182.2955505,172.6560073,173.9658554,174.7845429,179.3250329,..,..
Switzerland,CHE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8021.223604,8174.408162,7928.19067,7886.094306,7807.058815,7520.166025,..,..,..,..
Switzerland,CHE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3481.852845,3347.618356,3205.328271,3202.834337,3304.115438,3059.936749,2960.073389,..,..,..
Switzerland,CHE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,57.23045434,63.9656691,65.46550135,67.03361061,71.92494262,64.2737114,62.21614788,65.83876562,64.90901879,..
Switzerland,CHE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.5,1.52,1.52,1.52,1.52,1.54,1.54,1.54,1.54,..
Switzerland,CHE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,47658570355,17670735603,20764483835,39943494322,-24926465857,21003091522,1.15892E+11,60477422917,37863913626,..
Switzerland,CHE,Forest area (sq. km),AG.LND.FRST.K2,12314.00024,12350,12388.00049,12425.99976,12464.00024,12501.99951,12540,12578.00049,..,..
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,5.41507E+11,5.83783E+11,6.9958E+11,6.68044E+11,6.88504E+11,7.09183E+11,6.79832E+11,6.70181E+11,6.78965E+11,..
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.222107121,3.002699108,1.692808495,1.006024097,1.852039757,2.449218097,1.333369086,1.601223556,1.616692155,..
Switzerland,CHE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,70220,77570,79720,84880,88740,86560,85800,82130,81130,..
Switzerland,CHE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,52640,56180,56830,59140,61380,62170,65450,64680,67220,..
Switzerland,CHE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,5.43792E+11,6.06981E+11,6.30804E+11,6.78772E+11,7.17859E+11,7.08777E+11,7.10612E+11,6.87742E+11,6.85578E+11,..
Switzerland,CHE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4.07634E+11,4.39637E+11,4.49676E+11,4.72965E+11,4.96497E+11,5.09077E+11,5.42122E+11,5.41546E+11,5.68081E+11,..
Switzerland,CHE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.21819344,23.86333655,26.73520885,24.38534274,22.54656299,23.23646823,23.06743069,22.95706183,23.5365194,..
Switzerland,CHE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,25.98351533,25.33659826,24.85503126,25.75888504,26.5137543,26.39860855,26.83805522,27.08277979,11.39593703,..
Switzerland,CHE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92,92,93,93,93,94,94,94,95,..
Switzerland,CHE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.69971218,53.2865076,57.0306713,56.64875379,59.87160882,52.58640491,50.51404713,54.32103353,54.19850972,..
Switzerland,CHE,Income share held by lowest 20%,SI.DST.FRST.20,7.8,7.8,7.9,8.1,7.9,7.8,7.8,..,..,..
Switzerland,CHE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.49751302,25.60054944,25.9608123,25.66006967,25.53250724,25.16446794,25.10521471,24.82944309,24.73693753,..
Switzerland,CHE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.361845093,0.317189436,0.342286529,-0.174018718,0.025296072,-0.625407758,-0.626321507,-0.653098825,-0.372180302,..
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.60243902,..
Switzerland,CHE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,60.54446322,63.70345147,63.32933887,91.07564284,98.67192745,82.76359758,79.86230109,85.48700248,83.85626484,..
Switzerland,CHE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.748709735,0.705625108,0.710873778,0.687662793,0.730773147,0.650365966,0.6656936,0.683595232,0.683630213,..
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,120.4909656,123.1383135,127.1387232,131.49289,135.8549107,135.486059,135.1384876,133.8068821,130.8219143,..
Switzerland,CHE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.6,4.6,4.5,4.4,4.4,4.4,4.3,4.3,4.2,..
Switzerland,CHE,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,107.1650699,107.5788347,104.1176026,103.7079036,102.1757173,102.8822494,108.1759047,110.1753518,..,..
Switzerland,CHE,Net migration,SM.POP.NETM,..,..,..,397267,..,..,..,..,250000,..
Switzerland,CHE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2341619109,2494622577,2615246749,2420420106,2437063152,2406168041,2516975789,2524093963,2455655891,..
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,195.9669706,198.018747,200.2327615,202.3701995,204.7106438,207.2236258,209.5960066,211.8974034,213.8589632,..
Switzerland,CHE,Population growth (annual %),SP.POP.GROW,1.249484631,1.041558058,1.111878943,1.061819329,1.149879758,1.220103973,1.138337152,1.092031174,0.92145361,..
Switzerland,CHE,"Population, total",SP.POP.TOTL,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8450851,..
Switzerland,CHE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,..,..,..
Switzerland,CHE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.80027008,95.90155792,96.37577057,97.13829041,96.59358215,95.32805634,95.53907013,96.61219025,..,..
Switzerland,CHE,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,17.3888926,17.29154917,17.5051076,17.42024673,17.56936812,17.28871473,17.89639121,17.70553443,18.4476503,..
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.537178,102.5662994,102.8426285,102.8933487,103.3478088,103.2414703,103.9466171,104.4066162,..,..
Switzerland,CHE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.975189984,0.981519997,0.983770013,0.983169973,0.985310018,..,0.979340017,0.976130009,..,..
Switzerland,CHE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,95.25750732,95.77529907,96.09352112,96.16703796,98.57962036,..,101.1784668,102.2899323,..,..
Switzerland,CHE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,Surface area (sq. km),AG.SRF.TOTL.K2,41290,41290,41290,41290,41290,41290,41290.40039,41290.40039,41290.40039,41290.40039
Switzerland,CHE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.681537369,9.719225458,9.651738909,9.520371529,9.602815894,9.401768206,9.8416036,9.747283671,10.4934186,..
Switzerland,CHE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,9.650516379,9.665184261,..
Switzerland,CHE,Time required to start a business (days),IC.REG.DURS,18,18,18,18,18,10,10,10,10,10
Switzerland,CHE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,Urban population growth (annual %),SP.URB.GROW,1.283458364,1.076896116,1.144479112,1.091689113,1.178392145,1.249960832,1.168186391,1.120513599,0.95127608,..
Turkey,TUR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,35.6056,34.1514,32.6972,31.243,30.164,29.085,28.006,26.927,25.848,..
Turkey,TUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.129996037,9.026066927,8.235214349,7.752759175,6.725324955,6.589728076,6.903475386,6.183745916,6.083950714,..
Turkey,TUR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,18.4845815,..,..,..,..,..,..
Turkey,TUR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,95,..,..,..,97.4,97.4,..,..,..,..
Turkey,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.894702792,4.120214807,4.370560958,4.419487888,4.285300843,4.491479026,..,..,..,..
Turkey,TUR,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,73,..,..,..,73.5,..,..,..,..,..
Turkey,TUR,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,61.68035947,68.04635654,66.65089692,67.14388959,72.90388693,75.32274529,77.54229016,80.60417225,80.84281207,..
Turkey,TUR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2314.113905,2491.631262,2696.3148,2772.058049,2760.64603,2854.565849,..,..,..,..
Turkey,TUR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1370.788494,1474.669692,1546.203319,1585.400239,1542.968242,1577.827978,1656.803375,..,..,..
Turkey,TUR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.57366912,20.44880743,22.26241057,23.66736758,22.27225621,23.76433333,23.34593528,21.96508062,24.80423037,..
Turkey,TUR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2.7883E+11,3.00869E+11,3.0557E+11,3.38827E+11,3.9035E+11,4.06081E+11,3.99966E+11,4.09016E+11,4.54725E+11,..
Turkey,TUR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.172,2.155,2.139,2.124,2.108,2.09,2.072,2.053,2.034,..
Turkey,TUR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8585000000,9099000000,16182000000,13744000000,13563000000,13119000000,18002000000,13343000000,10886000000,..
Turkey,TUR,Forest area (sq. km),AG.LND.FRST.K2,110947.998,112030,113054.0039,114077.998,115102.002,116125.9961,117150,118174.0039,..,..
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,6.4464E+11,7.71902E+11,8.32524E+11,8.73982E+11,9.50579E+11,9.34186E+11,8.59797E+11,8.63722E+11,8.51549E+11,..
Turkey,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.704445032,8.487357785,11.11349939,4.789919525,8.491316473,5.166672265,6.085899216,3.183819077,7.441233471,..
Turkey,TUR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,9580,10430,11230,11880,12530,12590,12000,11230,10940,..
Turkey,TUR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15300,17280,19490,20480,22110,23820,25420,25970,27640,..
Turkey,TUR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,6.83083E+11,7.5413E+11,8.24554E+11,8.86127E+11,9.49741E+11,9.69979E+11,9.39558E+11,8.92797E+11,8.83098E+11,..
Turkey,TUR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.09164E+12,1.24972E+12,1.43073E+12,1.52751E+12,1.67552E+12,1.8347E+12,1.98977E+12,2.06518E+12,2.23144E+12,..
Turkey,TUR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.01843379,26.9727636,31.26869758,28.30415157,29.77321211,29.03337444,28.36203061,28.22663673,30.97016858,..
Turkey,TUR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1.738497021,1.934398896,1.839426718,1.829741328,1.878077317,1.93515164,2.159703396,2.02950793,2.53059207,..
Turkey,TUR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,98,96,98,94,97,98,96,..
Turkey,TUR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.35879821,25.45040862,30.40053676,28.57794603,28.07807072,27.64976776,25.95394089,24.85056143,29.3177806,..
Turkey,TUR,Income share held by lowest 20%,SI.DST.FRST.20,5.9,5.9,5.8,5.8,5.8,5.8,5.6,5.7,..,..
Turkey,TUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.05598123,24.60175998,26.93581178,26.7741388,27.69613801,28.19516832,27.90429552,28.18329355,29.15849031,..
Turkey,TUR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.401781092,7.012657784,8.188549821,7.418244099,6.268809586,7.421708258,7.826899878,8.098308496,10.84353689,..
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.859,74.154,74.437,74.711,74.977,75.239,75.498,75.755,76.009,..
Turkey,TUR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,37.7064771,38.79088733,45.13368187,44.50970349,42.44399792,42.79522621,40.83212155,39.49742221,45.89195151,..
Turkey,TUR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.536591328,2.324125698,2.078543277,2.05476032,1.963253121,1.902457774,1.847938806,2.081915723,2.178139952,..
Turkey,TUR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,88.00150156,85.40338801,88.98274071,90.76125481,91.91655814,93.3244579,94.08186548,94.40247616,96.35290201,..
Turkey,TUR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,20.6,19.2,17.9,16.6,15.5,14.4,13.4,12.5,11.6,..
Turkey,TUR,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,96.18284409,91.7667308,89.02036283,88.89752629,90.43068182,91.80334927,98.25700285,103.3295957,97.3495252,..
Turkey,TUR,Net migration,SM.POP.NETM,..,..,..,1627172,..,..,..,..,1525002,..
Turkey,TUR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1356240000,1049590000,3288270000,3112170000,2847840000,3446770000,2145220000,3613070000,3141610000,..
Turkey,TUR,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1834000000,1819000000,1883000000,1881000000,1901000000,1739000000,1395000000,1186000000,1048000000,..
Turkey,TUR,Population density (people per sq. km of land area),EN.POP.DNST,92.69283292,93.97621454,95.38278783,96.89054091,98.47242571,100.0878708,101.7001312,103.3125346,104.9140756,..
Turkey,TUR,Population growth (annual %),SP.POP.GROW,1.268401778,1.375055869,1.485642765,1.568375596,1.619466987,1.627194113,1.598008534,1.5730117,1.538297704,..
Turkey,TUR,"Population, total",SP.POP.TOTL,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426,80745020,..
Turkey,TUR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.9,0.8,0.3,0.3,0.3,0.3,0.3,0.2,..,..
Turkey,TUR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,17.1,16.9,16.1,16.3,15,15,14.7,14.3,13.5,..
Turkey,TUR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Turkey,TUR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,1.9,..,..,..,..,..
Turkey,TUR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.70105743,98.95156097,101.2483978,99.85809326,..,91.56445313,92.45694733,..,..,..
Turkey,TUR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,31.26855067,31.73205077,30.92875091,31.3192987,31.2845734,30.98959427,30.65324191,31.21271799,29.74133212,..
Turkey,TUR,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.0982208,101.2753372,101.0497284,98.6739502,107.2719803,106.5063324,103.2853699,101.263237,..,..
Turkey,TUR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.944130003,0.947889984,0.949890018,0.964749992,0.97687,0.980459988,0.980139971,0.981649995,..,..
Turkey,TUR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,80.01719666,84.26338196,88.33844757,85.20536804,100.5608978,103.0172577,103.0501938,103.0067368,..,..
Turkey,TUR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,86.66666667,84.44444444,85.55555556,84.44444444,85.55555556,84.44444444,82.22223333,77.7778,85.55556667,76.6667
Turkey,TUR,Surface area (sq. km),AG.SRF.TOTL.K2,785350,785350,785350,785350,785350,785350,785350,785350,785350,785350
Turkey,TUR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,18.26135517,19.40536925,18.74408829,18.39275976,18.53188876,18.06982061,18.23819114,18.32477253,17.87310647,..
Turkey,TUR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,0.190624823,0.190652367,..
Turkey,TUR,Time required to start a business (days),IC.REG.DURS,10.5,10.5,10.5,10.5,10.5,11,11,10,10,7
Turkey,TUR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,41.52929809,36.51043701,30.83685618,26.93767843,29.65379166,25.83300214,27.43980027,39.37185004,40.21660502,..
Turkey,TUR,Urban population growth (annual %),SP.URB.GROW,2.111914121,2.203042011,2.297025785,2.366281823,2.390377619,2.377157286,2.326087267,2.280991864,2.223885889,..
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,22.4126,20.8564,19.3002,17.744,16.6948,15.6456,14.5964,13.5472,12.498,..
United Kingdom,GBR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.550755262,0.659478691,0.608982661,0.603924536,0.655975228,0.640895301,0.589554282,0.581257197,0.593034154,..
United Kingdom,GBR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,5.528965517,..,5.528965517,..,..,..,..
United Kingdom,GBR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.574622131,7.857836486,7.079297626,7.355898277,7.145844359,6.49744049,..,..,..,..
United Kingdom,GBR,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,84,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,208.8951774,205.2552789,196.0201383,191.1396689,179.0699463,166.2201532,160.5281883,165.2636373,166.5332604,..
United Kingdom,GBR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5643.128595,5700.855864,5471.924132,5449.252201,5409.630386,5129.527793,..,..,..,..
United Kingdom,GBR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3145.585662,3230.615984,2972.14799,3042.855811,2987.702778,2776.844098,2763.980058,..,..,..
United Kingdom,GBR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.12877369,28.16356382,30.44341721,29.78853494,29.72304719,28.21088817,27.40791808,28.27896487,30.12930633,..
United Kingdom,GBR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.89,1.92,1.91,1.92,1.83,1.81,1.8,1.79,1.79,..
United Kingdom,GBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,14547108445,66734551294,27012050072,46750789728,54473175400,58890445253,45333483122,2.65811E+11,64685400973,..
United Kingdom,GBR,Forest area (sq. km),AG.LND.FRST.K2,30513.99902,30590,30760,30930,31100,31270,31440,31610,..,..
